line,hour,day_of_week,month,is_weekend,time_category,is_peak_hour,is_noon_peak,is_peak_day,day_peak_weight,office_occupancy,is_strike,line_status,disruption_level
Bakerloo,19,Saturday,May,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,19,Saturday,May,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,20,Saturday,May,1,evening_peak,0,0,0,0.3,0.415,0,1,Low
Bakerloo,20,Saturday,May,1,evening_peak,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,22,Saturday,May,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,22,Saturday,May,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,6,Saturday,June,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,6,Saturday,June,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,7,Saturday,June,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,7,Saturday,June,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,8,Saturday,June,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,8,Saturday,June,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,9,Saturday,June,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,9,Saturday,June,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,10,Saturday,June,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,10,Saturday,June,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,12,Saturday,June,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,12,Saturday,June,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,13,Saturday,June,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,13,Saturday,June,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,14,Saturday,June,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,14,Saturday,June,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,16,Saturday,June,1,afternoon,1,0,0,0.3,0.415,0,1,Low
Bakerloo,16,Saturday,June,1,afternoon,1,0,0,0.3,0.415,1,1,High
Bakerloo,17,Saturday,June,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,17,Saturday,June,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,18,Saturday,June,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,18,Saturday,June,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,19,Saturday,June,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,19,Saturday,June,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,20,Saturday,June,1,evening_peak,0,0,0,0.3,0.415,0,1,Low
Bakerloo,20,Saturday,June,1,evening_peak,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,22,Saturday,June,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,22,Saturday,June,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,6,Saturday,July,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,6,Saturday,July,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,7,Saturday,July,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,7,Saturday,July,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,8,Saturday,July,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,8,Saturday,July,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,9,Saturday,July,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,9,Saturday,July,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,10,Saturday,July,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,10,Saturday,July,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,12,Saturday,July,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,12,Saturday,July,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,13,Saturday,July,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,13,Saturday,July,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,14,Saturday,July,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,14,Saturday,July,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,16,Saturday,July,1,afternoon,1,0,0,0.3,0.415,0,1,Low
Bakerloo,16,Saturday,July,1,afternoon,1,0,0,0.3,0.415,1,1,High
Bakerloo,17,Saturday,July,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,17,Saturday,July,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,18,Saturday,July,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,18,Saturday,July,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,19,Saturday,July,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,19,Saturday,July,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,20,Saturday,July,1,evening_peak,0,0,0,0.3,0.415,0,1,Low
Bakerloo,20,Saturday,July,1,evening_peak,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,22,Saturday,July,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,22,Saturday,July,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,6,Saturday,August,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,6,Saturday,August,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,7,Saturday,August,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,7,Saturday,August,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,8,Saturday,August,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,8,Saturday,August,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,9,Saturday,August,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,9,Saturday,August,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,10,Saturday,August,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,10,Saturday,August,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,12,Saturday,August,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,12,Saturday,August,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,13,Saturday,August,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,13,Saturday,August,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,14,Saturday,August,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,14,Saturday,August,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,16,Saturday,August,1,afternoon,1,0,0,0.3,0.415,0,1,Low
Bakerloo,16,Saturday,August,1,afternoon,1,0,0,0.3,0.415,1,1,High
Bakerloo,17,Saturday,August,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,17,Saturday,August,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,18,Saturday,August,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,18,Saturday,August,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,19,Saturday,August,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,19,Saturday,August,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,20,Saturday,August,1,evening_peak,0,0,0,0.3,0.415,0,1,Low
Bakerloo,20,Saturday,August,1,evening_peak,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,22,Saturday,August,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,22,Saturday,August,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,6,Saturday,September,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,6,Saturday,September,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,7,Saturday,September,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,7,Saturday,September,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,8,Saturday,September,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,8,Saturday,September,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,9,Saturday,September,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,9,Saturday,September,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,10,Saturday,September,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,10,Saturday,September,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,12,Saturday,September,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,12,Saturday,September,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,13,Saturday,September,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,13,Saturday,September,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,14,Saturday,September,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,14,Saturday,September,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,16,Saturday,September,1,afternoon,1,0,0,0.3,0.415,0,1,Low
Bakerloo,16,Saturday,September,1,afternoon,1,0,0,0.3,0.415,1,1,High
Bakerloo,17,Saturday,September,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,17,Saturday,September,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,18,Saturday,September,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,18,Saturday,September,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,19,Saturday,September,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,19,Saturday,September,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,20,Saturday,September,1,evening_peak,0,0,0,0.3,0.415,0,1,Low
Bakerloo,20,Saturday,September,1,evening_peak,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,22,Saturday,September,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,22,Saturday,September,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,6,Saturday,October,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,6,Saturday,October,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,7,Saturday,October,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,7,Saturday,October,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,8,Saturday,October,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,8,Saturday,October,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,9,Saturday,October,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,9,Saturday,October,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,10,Saturday,October,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,10,Saturday,October,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,12,Saturday,October,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,12,Saturday,October,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,13,Saturday,October,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,13,Saturday,October,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,14,Saturday,October,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,14,Saturday,October,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,16,Saturday,October,1,afternoon,1,0,0,0.3,0.415,0,1,Low
Bakerloo,16,Saturday,October,1,afternoon,1,0,0,0.3,0.415,1,1,High
Bakerloo,17,Saturday,October,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,17,Saturday,October,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,18,Saturday,October,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,18,Saturday,October,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,19,Saturday,October,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,19,Saturday,October,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,20,Saturday,October,1,evening_peak,0,0,0,0.3,0.415,0,1,Low
Bakerloo,20,Saturday,October,1,evening_peak,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,22,Saturday,October,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,22,Saturday,October,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,6,Saturday,November,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,6,Saturday,November,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,7,Saturday,November,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,7,Saturday,November,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,8,Saturday,November,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,8,Saturday,November,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,9,Saturday,November,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,9,Saturday,November,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,10,Saturday,November,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,10,Saturday,November,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,12,Saturday,November,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,12,Saturday,November,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,13,Saturday,November,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,13,Saturday,November,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,14,Saturday,November,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,14,Saturday,November,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,16,Saturday,November,1,afternoon,1,0,0,0.3,0.415,0,1,Low
Bakerloo,16,Saturday,November,1,afternoon,1,0,0,0.3,0.415,1,1,High
Bakerloo,17,Saturday,November,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,17,Saturday,November,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,18,Saturday,November,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,18,Saturday,November,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,19,Saturday,November,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,19,Saturday,November,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,20,Saturday,November,1,evening_peak,0,0,0,0.3,0.415,0,1,Low
Bakerloo,20,Saturday,November,1,evening_peak,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,22,Saturday,November,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,22,Saturday,November,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,6,Saturday,December,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,6,Saturday,December,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,7,Saturday,December,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,7,Saturday,December,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,8,Saturday,December,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,8,Saturday,December,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,9,Saturday,December,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,9,Saturday,December,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,10,Saturday,December,1,morning_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,10,Saturday,December,1,morning_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,12,Saturday,December,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,12,Saturday,December,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,13,Saturday,December,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,13,Saturday,December,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,14,Saturday,December,1,noon_peak,1,1,0,0.3,0.415,0,1,Low
Bakerloo,14,Saturday,December,1,noon_peak,1,1,0,0.3,0.415,1,1,High
Bakerloo,16,Saturday,December,1,afternoon,1,0,0,0.3,0.415,0,1,Low
Bakerloo,16,Saturday,December,1,afternoon,1,0,0,0.3,0.415,1,1,High
Bakerloo,17,Saturday,December,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,17,Saturday,December,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,18,Saturday,December,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,18,Saturday,December,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,19,Saturday,December,1,evening_peak,1,0,0,0.3,0.415,0,1,Low
Bakerloo,19,Saturday,December,1,evening_peak,1,0,0,0.3,0.415,1,1,High
Bakerloo,20,Saturday,December,1,evening_peak,0,0,0,0.3,0.415,0,1,Low
Bakerloo,20,Saturday,December,1,evening_peak,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,22,Saturday,December,1,night,0,0,0,0.3,0.415,0,1,Low
Bakerloo,22,Saturday,December,1,night,0,0,0,0.3,0.415,1,1,Medium
Bakerloo,6,Sunday,January,1,night,0,0,0,0.2,0.415,0,1,Low
Bakerloo,6,Sunday,January,1,night,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,7,Sunday,January,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,7,Sunday,January,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,8,Sunday,January,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,8,Sunday,January,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,9,Sunday,January,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,9,Sunday,January,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,10,Sunday,January,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,10,Sunday,January,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,12,Sunday,January,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,12,Sunday,January,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,13,Sunday,January,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,13,Sunday,January,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,14,Sunday,January,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,14,Sunday,January,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,16,Sunday,January,1,afternoon,1,0,0,0.2,0.415,0,1,Low
Bakerloo,16,Sunday,January,1,afternoon,1,0,0,0.2,0.415,1,1,High
Bakerloo,17,Sunday,January,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,17,Sunday,January,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,18,Sunday,January,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,18,Sunday,January,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,19,Sunday,January,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,19,Sunday,January,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,20,Sunday,January,1,evening_peak,0,0,0,0.2,0.415,0,1,Low
Bakerloo,20,Sunday,January,1,evening_peak,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,22,Sunday,January,1,night,0,0,0,0.2,0.415,0,1,Low
Bakerloo,22,Sunday,January,1,night,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,6,Sunday,February,1,night,0,0,0,0.2,0.415,0,1,Low
Bakerloo,6,Sunday,February,1,night,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,7,Sunday,February,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,7,Sunday,February,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,8,Sunday,February,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,8,Sunday,February,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,9,Sunday,February,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,9,Sunday,February,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,10,Sunday,February,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,10,Sunday,February,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,12,Sunday,February,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,12,Sunday,February,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,13,Sunday,February,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,13,Sunday,February,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,14,Sunday,February,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,14,Sunday,February,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,16,Sunday,February,1,afternoon,1,0,0,0.2,0.415,0,1,Low
Bakerloo,16,Sunday,February,1,afternoon,1,0,0,0.2,0.415,1,1,High
Bakerloo,17,Sunday,February,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,17,Sunday,February,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,18,Sunday,February,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,18,Sunday,February,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,19,Sunday,February,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,19,Sunday,February,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,20,Sunday,February,1,evening_peak,0,0,0,0.2,0.415,0,1,Low
Bakerloo,20,Sunday,February,1,evening_peak,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,22,Sunday,February,1,night,0,0,0,0.2,0.415,0,1,Low
Bakerloo,22,Sunday,February,1,night,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,6,Sunday,March,1,night,0,0,0,0.2,0.415,0,1,Low
Bakerloo,6,Sunday,March,1,night,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,7,Sunday,March,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,7,Sunday,March,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,8,Sunday,March,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,8,Sunday,March,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,9,Sunday,March,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,9,Sunday,March,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,10,Sunday,March,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,10,Sunday,March,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,12,Sunday,March,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,12,Sunday,March,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,13,Sunday,March,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,13,Sunday,March,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,14,Sunday,March,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,14,Sunday,March,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,16,Sunday,March,1,afternoon,1,0,0,0.2,0.415,0,1,Low
Bakerloo,16,Sunday,March,1,afternoon,1,0,0,0.2,0.415,1,1,High
Bakerloo,17,Sunday,March,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,17,Sunday,March,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,18,Sunday,March,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,18,Sunday,March,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,19,Sunday,March,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,19,Sunday,March,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,20,Sunday,March,1,evening_peak,0,0,0,0.2,0.415,0,1,Low
Bakerloo,20,Sunday,March,1,evening_peak,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,22,Sunday,March,1,night,0,0,0,0.2,0.415,0,1,Low
Bakerloo,22,Sunday,March,1,night,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,6,Sunday,April,1,night,0,0,0,0.2,0.415,0,1,Low
Bakerloo,6,Sunday,April,1,night,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,7,Sunday,April,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,7,Sunday,April,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,8,Sunday,April,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,8,Sunday,April,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,9,Sunday,April,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,9,Sunday,April,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,10,Sunday,April,1,morning_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,10,Sunday,April,1,morning_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,12,Sunday,April,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,12,Sunday,April,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,13,Sunday,April,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,13,Sunday,April,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,14,Sunday,April,1,noon_peak,1,1,0,0.2,0.415,0,1,Low
Bakerloo,14,Sunday,April,1,noon_peak,1,1,0,0.2,0.415,1,1,High
Bakerloo,16,Sunday,April,1,afternoon,1,0,0,0.2,0.415,0,1,Low
Bakerloo,16,Sunday,April,1,afternoon,1,0,0,0.2,0.415,1,1,High
Bakerloo,17,Sunday,April,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,17,Sunday,April,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,18,Sunday,April,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,18,Sunday,April,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,19,Sunday,April,1,evening_peak,1,0,0,0.2,0.415,0,1,Low
Bakerloo,19,Sunday,April,1,evening_peak,1,0,0,0.2,0.415,1,1,High
Bakerloo,20,Sunday,April,1,evening_peak,0,0,0,0.2,0.415,0,1,Low
Bakerloo,20,Sunday,April,1,evening_peak,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,22,Sunday,April,1,night,0,0,0,0.2,0.415,0,1,Low
Bakerloo,22,Sunday,April,1,night,0,0,0,0.2,0.415,1,1,Medium
Bakerloo,6,Sunday,May,1,night,0,0,0,0.2,0.415,0,1,Low
Bakerloo,6,Sunday,May,1,night,0,0,0,0.2,0.415,1,1,Medium
